Date,Open,High,Low,Close,Volume,Market Cap,Mean
"Jul 30, 2016",0.191747,0.194696,0.183855,0.185351,"30,568","1,91,74,700",0.18891225
"Jul 29, 2016",0.176242,0.195024,0.174127,0.191743,"52,603","1,76,24,200",0.184284
"Jul 28, 2016",0.182168,0.195806,0.170355,0.176222,"79,472","1,82,16,800",0.18113775
"Jul 27, 2016",0.173306,0.201714,0.160178,0.18213,"2,11,513","1,73,30,600",0.179332
"Jul 26, 2016",0.202035,0.206354,0.171409,0.173442,"1,99,906","2,02,03,500",0.18831
"Jul 25, 2016",0.20216,0.211934,0.193596,0.201996,"1,15,927","2,02,16,000",0.2024215
"Jul 24, 2016",0.201416,0.207514,0.192366,0.202169,"1,36,512","2,01,41,600",0.20086625
"Jul 23, 2016",0.191232,0.207658,0.191004,0.201458,"48,054","1,91,23,200",0.197838
"Jul 22, 2016",0.206324,0.214123,0.19099,0.191196,"1,02,240","2,06,32,400",0.20065825
"Jul 21, 2016",0.211095,0.218892,0.203207,0.206353,"93,206","2,11,09,500",0.20988675
"Jul 20, 2016",0.209238,0.219466,0.207859,0.211235,"70,378","2,09,23,800",0.2119495
"Jul 19, 2016",0.224835,0.229331,0.201258,0.209255,"1,68,579","2,24,83,500",0.21616975
"Jul 18, 2016",0.197136,0.226103,0.195839,0.217987,"1,32,592","1,97,13,600",0.20926625
"Jul 17, 2016",0.193859,0.200658,0.189954,0.197031,"60,718","1,93,85,900",0.1953755
"Jul 16, 2016",0.205082,0.208358,0.191542,0.193542,"36,851","2,05,08,200",0.199631
"Jul 15, 2016",0.196625,0.210447,0.188917,0.204921,"1,15,159","1,96,62,500",0.2002275
"Jul 14, 2016",0.193206,0.20317,0.181674,0.196309,"1,54,375","1,93,20,600",0.19358975
"Jul 13, 2016",0.199736,0.211846,0.193641,0.193641,"1,03,542","1,99,73,600",0.199716
"Jul 12, 2016",0.216897,0.216977,0.197032,0.199753,"1,36,972","2,16,89,700",0.20766475
"Jul 11, 2016",0.218048,0.219266,0.207751,0.216697,"88,437","2,18,04,800",0.2154405
"Jul 10, 2016",0.224557,0.224557,0.203794,0.218331,"88,774","2,24,55,700",0.21780975
"Jul 09, 2016",0.193691,0.22898,0.190734,0.221057,"1,06,202","1,93,69,100",0.2086155
"Jul 08, 2016",0.233187,0.235791,0.175018,0.193728,"2,03,189","2,33,18,700",0.209431
"Jul 07, 2016",0.228292,0.235936,0.215656,0.229901,"2,68,443","2,28,29,200",0.22744625
"Jul 06, 2016",0.21995,0.239176,0.20964,0.228037,"2,18,669","2,19,95,000",0.22420075
"Jul 05, 2016",0.225309,0.226514,0.20258,0.220016,"2,25,635","2,25,30,900",0.21860475
"Jul 04, 2016",0.192834,0.220483,0.189336,0.22048,"3,01,807","1,92,83,400",0.20578325
"Jul 03, 2016",0.180746,0.208869,0.161257,0.192793,"3,34,447","1,80,74,600",0.18591625
"Jul 02, 2016",0.144975,0.201825,0.138431,0.180402,"2,61,410","1,44,97,500",0.16640825
"Jul 01, 2016",0.139274,0.151516,0.130633,0.144888,"2,33,053","1,39,27,400",0.14157775
"Jun 30, 2016",0.143232,0.159229,0.135652,0.139444,"3,11,148","1,43,23,200",0.14438925
"Jun 29, 2016",0.146568,0.16607,0.139438,0.145139,"2,34,893","1,46,56,800",0.14930375
"Jun 28, 2016",0.1741,0.178462,0.142232,0.145641,"2,28,770","1,74,10,000",0.16010875
"Jun 27, 2016",0.170007,0.178653,0.157636,0.175187,"1,69,379","1,70,00,700",0.17037075
"Jun 26, 2016",0.204783,0.205153,0.150026,0.165977,"3,28,673","2,04,78,300",0.18148475
"Jun 25, 2016",0.193498,0.243791,0.189895,0.201881,"4,12,951","1,93,49,800",0.20726625
"Jun 24, 2016",0.199983,0.218997,0.180431,0.195036,"7,15,427","1,99,98,300",0.19861175
"Jun 23, 2016",0.191379,0.205271,0.172964,0.199471,"5,30,030","1,91,37,900",0.19227125
"Jun 22, 2016",0.230252,0.234911,0.176512,0.188528,"8,78,411","2,30,25,200",0.20755075
"Jun 21, 2016",0.289209,0.292218,0.217718,0.230596,"6,26,728","2,89,20,900",0.25743525
"Jun 20, 2016",0.604243,0.604243,0.22705,0.289737,"17,71,960",-,0.43131825
"Jun 19, 2016",0.665885,0.745494,0.456124,0.60376,"1,12,349",-,0.61781575
"Jun 18, 2016",0.898507,1.1,0.309397,0.66548,"1,73,575",-,0.743346
"Jun 17, 2016",0.930645,1,0.78759,0.899224,"42,058",-,0.90436475
"Jun 16, 2016",0.956326,1.18,0.927815,0.928007,"43,879",-,0.998037
"Jun 15, 2016",0.911755,1.1,0.82438,0.953506,"41,509",-,0.94741025
"Jun 14, 2016",1.32,1.32,0.801999,0.911588,"51,762",-,1.08839675
"Jun 13, 2016",1.22,1.65,1.07,1.32,"79,492",-,1.315
"Jun 12, 2016",1.37,1.68,1.12,1.22,"40,759",-,1.3475
"Jun 11, 2016",1.56,1.6,1.1,1.37,"34,845",-,1.4075
"Jun 10, 2016",1.41,1.61,1.22,1.56,"63,162",-,1.45
"Jun 09, 2016",1.02,1.64,1.01,1.41,"27,163",-,1.27
"Jun 08, 2016",0.836892,1.02,0.831662,1.02,"56,105",-,0.9271385
"Jun 07, 2016",0.768551,1.08,0.768537,0.836066,"45,932",-,0.8632885
"Jun 06, 2016",0.712541,1.17,0.712541,0.768672,"95,573",-,0.8409385
"Jun 05, 2016",0.587588,1.11,0.580745,0.713006,"41,700",-,0.74783475
"Jun 04, 2016",1.09,1.29,0.575898,0.586993,"4,912",-,0.88572275
"Jun 03, 2016",1.29,1.66,0.727579,1.09,"57,721",-,1.19189475
"Jun 02, 2016",1.33,1.39,1.15,1.21,"83,734",-,1.27
